ID,BusinessCaseTypeName,Status,SubStatus,Overall_Status,CountryName,Region,SubRegion,G8_Countries,RequesterName,Date(DateCreated),Date(Response_Date_to_Affiliate),Date(Expected_Effective_Price_Date),CaseRational,CoordinatingLevel,ApprovalRoute,Channel_Type,Channel,ProductName,PackSize,Brand,DeliveryName,CurrencyName,RequestedPrice,CurrentPrice,NegotiatePrice,ApprovedPrice,Standard,U2Standard,FloorPrice,VsCurrentPrice,VsFloorPrice,Date(NegotiateDate),PriceTypeName,Reimbursement_Change,Date(Case_Validated_Date)
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,125.23,123.51,125.23,125.23,123.51,125.23,0.00,1.39,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,165.75,163.47,165.75,165.75,163.47,165.75,0.00,1.39,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,211.15,208.24,211.15,211.15,208.24,211.15,0.00,1.40,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,130.58,128.94,130.58,130.58,128.94,130.58,0.00,1.27,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,169.37,167.20,169.37,169.37,167.20,169.37,0.00,1.30,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,220.60,217.72,220.60,220.60,217.72,220.60,0.00,1.32,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,278.01,274.33,278.01,278.01,274.33,278.01,0.00,1.34,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,88.98,0.00,88.98,88.98,0.00,88.98,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,117.87,0.00,117.87,117.87,0.00,117.87,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,156.00,0.00,156.00,156.00,0.00,156.00,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,198.73,0.00,198.73,198.73,0.00,198.73,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/5.00,5.00,VIMPAT,VIAL,EUR,222.54,219.47,222.54,222.54,219.47,222.54,0.00,1.40,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/5.00,5.00,VIMPAT,VIAL,EUR,292.41,288.52,292.41,292.41,288.52,292.41,0.00,1.35,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
187,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/5.00,5.00,VIMPAT,VIAL,EUR,209.45,0.00,209.45,209.45,0.00,209.45,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/300.00,300.00,LEVETIRACETAM UCB,BOTTLE,EUR,60.48,60.48,60.48,60.48,60.48,60.48,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/300.00,300.00,LEVETIRACETAM UCB,BOTTLE,EUR,87.51,87.51,87.51,87.51,87.51,87.51,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/300.00,300.00,LEVETIRACETAM UCB,BOTTLE,EUR,56.92,0.00,56.92,56.92,0.00,56.92,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,9.54,9.54,9.54,9.54,9.54,9.54,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,20.60,20.60,20.60,20.60,20.60,20.60,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,32.31,32.31,32.31,32.31,32.31,32.31,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,44.47,44.47,44.47,44.47,44.47,44.47,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,23.11,23.11,23.11,23.11,23.11,23.11,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,37.09,37.09,37.09,37.09,37.09,37.09,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,51.90,51.90,51.90,51.90,51.90,51.90,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,67.27,67.27,67.27,67.27,67.27,67.27,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,8.98,0.00,8.98,8.98,0.00,8.98,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,19.39,0.00,19.39,19.39,0.00,19.39,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,30.41,0.00,30.41,30.41,0.00,30.41,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,41.86,0.00,41.86,41.86,0.00,41.86,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,18.31,18.31,18.31,18.31,18.31,18.31,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,39.53,39.53,39.53,39.53,39.53,39.53,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,62.00,62.00,62.00,62.00,62.00,62.00,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,85.33,85.33,85.33,85.33,85.33,85.33,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,34.20,34.20,34.20,34.20,34.20,34.20,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,61.02,61.02,61.02,61.02,61.02,61.02,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,89.43,89.43,89.43,89.43,89.43,89.43,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,118.93,118.93,118.93,118.93,118.93,118.93,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,17.23,0.00,17.23,17.23,0.00,17.23,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,37.21,0.00,37.21,37.21,0.00,37.21,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,58.35,0.00,58.35,58.35,0.00,58.35,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,80.31,0.00,80.31,80.31,0.00,80.31,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,4.97,4.97,4.97,4.97,4.97,4.97,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,10.74,10.74,10.74,10.74,10.74,10.74,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,16.84,16.84,16.84,16.84,16.84,16.84,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,23.18,23.18,23.18,23.18,23.18,23.18,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,17.33,17.33,17.33,17.33,17.33,17.33,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,24.62,24.62,24.62,24.62,24.62,24.62,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,32.33,32.33,32.33,32.33,32.33,32.33,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,40.35,40.35,40.35,40.35,40.35,40.35,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,4.68,0.00,4.68,4.68,0.00,4.68,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,10.11,0.00,10.11,10.11,0.00,10.11,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,15.85,0.00,15.85,15.85,0.00,15.85,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,21.82,0.00,21.82,21.82,0.00,21.82,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,150.00,150.00,150.00,150.00,150.00,150.00,0.00,0.00,0.00,1/5/2021,Gross Ex-Factory Price,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,200.69,200.69,200.69,200.69,200.69,200.69,0.00,0.00,0.00,1/5/2021,Gross Public Price - Including VAT,No,12/23/2020
189,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,12/16/2020,12/31/2020,1/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,141.18,0.00,141.18,141.18,0.00,141.18,0.00,0.00,0.00,1/5/2021,Net Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/150.00,150.00,KEPPRA,BOTTLE,NOK,162.62,168.07,,162.62,16.93,16.38,0.00,-3.25,0.00,,Gross Ex-Factory Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/150.00,150.00,KEPPRA,BOTTLE,NOK,171.00,177.48,,171.00,17.87,17.22,0.00,-3.64,0.00,,Gross Pharmacy Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/150.00,150.00,KEPPRA,BOTTLE,NOK,162.62,0.00,,162.62,0.00,16.38,0.00,0.00,0.00,,Net Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/300.00,300.00,KEPPRA,BOTTLE,NOK,326.19,336.15,,326.19,33.85,32.85,0.00,-2.95,0.00,,Gross Ex-Factory Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/300.00,300.00,KEPPRA,BOTTLE,NOK,343.00,354.96,,343.00,35.75,34.54,0.00,-3.38,0.00,,Gross Pharmacy Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/300.00,300.00,KEPPRA,BOTTLE,NOK,326.19,0.00,,326.19,0.00,32.85,0.00,0.00,0.00,,Net Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/100.00,100.00,KEPPRA,TABLET,NOK,227.00,226.05,,227.00,22.76,22.86,0.00,0.44,0.00,,Gross Ex-Factory Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/100.00,100.00,KEPPRA,TABLET,NOK,429.00,396.54,,429.00,39.93,43.20,0.00,8.19,0.00,,Gross Ex-Factory Price,No,12/23/2020
198,Price Change Core Brands,open,Approved,open Approved,NORWAY,Europe,Northern Europe,NO,Fredrik Arneberg,12/18/2020,12/25/2020,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/100.00,100.00,KEPPRA,TABLET,NOK,686.00,746.47,,686.00,75.17,69.08,0.00,-8.10,0.00,,Gross Ex-Factory Price,No,12/23/2020
